# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov  3 17:07:58 2022
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum not null
# CONSTRAINT:  and sy_pnum not null
# CONSTRAINT:  and pl_orbper not null
# CONSTRAINT:  and pl_eqt not null
# CONSTRAINT:  and sy_dist not null)
# CONSTRAINT:  order by hostname asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,sy_dist,sy_disterr1,sy_disterr2
Kepler-834 b,Kepler-834,1,1,13.32388301,0.00005212,-0.00005212,0,2.020,0.100,-0.100,0,378,,,0,633.9370000,17.0910000,-16.2300000
Kepler-835 b,Kepler-835,1,1,11.41909375,0.00007116,-0.00007116,0,2.790,0.540,-0.290,0,921,,,0,2406.3300000,273.9000000,-224.7100000
Kepler-836 b,Kepler-836,1,1,11.36112327,0.00002363,-0.00002363,0,2.730,0.640,-0.320,0,869,,,0,980.0350000,21.4550000,-20.5750000
Kepler-837 b,Kepler-837,1,1,16.56059504,0.00004293,-0.00004293,0,2.560,0.220,-0.430,0,701,,,0,901.9070000,18.3620000,-17.6570000
Kepler-838 b,Kepler-838,1,1,15.74957994,0.00004687,-0.00004687,0,2.730,0.510,-0.250,0,777,,,0,1104.0400000,27.2800000,-26.0300000
Kepler-839 b,Kepler-839,1,1,37.81445140,0.00015450,-0.00015450,0,2.570,0.410,-0.250,0,626,,,0,944.5610000,13.7235000,-13.7235000
Kepler-84 b,Kepler-84,1,5,8.72600000,,,0,2.230,0.100,-0.100,0,985,,,0,1023.9000000,,
Kepler-84 c,Kepler-84,1,5,12.88300000,,,0,2.360,0.110,-0.110,0,865,,,0,1023.9000000,,
Kepler-84 d,Kepler-84,1,5,4.22453700,0.00004200,-0.00004200,0,1.380,0.270,-0.270,0,1254,,,0,1023.9000000,,
Kepler-84 e,Kepler-84,1,5,27.43438900,0.00022400,-0.00022400,0,2.600,0.490,-0.490,0,672,,,0,1023.9000000,,
Kepler-84 f,Kepler-84,1,5,44.55216900,0.00081200,-0.00081200,0,2.200,0.430,-0.430,0,572,,,0,1023.9000000,,
Kepler-841 b,Kepler-841,1,1,124.41983980,0.00033100,-0.00033100,0,5.230,0.410,-0.360,0,416,,,0,998.9610000,37.7790000,-35.1670000
Kepler-842 b,Kepler-842,1,1,1.21956827,0.00000110,-0.00000110,0,1.600,0.080,-0.090,0,1252,,,0,532.7260000,8.3780000,-8.1270000
Kepler-843 b,Kepler-843,1,1,2.05387982,0.00000290,-0.00000290,0,2.590,0.610,-0.250,0,1523,,,0,1165.6600000,48.6400000,-44.9500000
Kepler-844 b,Kepler-844,1,1,2.61302086,0.00000624,-0.00000624,0,1.680,0.070,-0.240,0,713,,,0,431.7760000,9.0135000,-9.0135000
Kepler-845 b,Kepler-845,1,1,0.92785982,0.00000055,-0.00000055,0,2.040,0.090,-0.290,0,1361,,,0,431.0510000,3.2750000,-3.2750000
Kepler-846 b,Kepler-846,1,1,19.80792185,0.00008966,-0.00008966,0,2.480,0.320,-0.180,0,624,,,0,1127.1200000,39.4700000,-36.9300000
Kepler-847 b,Kepler-847,1,1,2.34323190,0.00000757,-0.00000757,0,1.180,0.090,-0.050,0,1054,,,0,513.1030000,5.3390000,-5.2320000
Kepler-848 b,Kepler-848,1,1,6.91134416,0.00002461,-0.00002461,0,1.700,0.310,-0.250,0,1086,,,0,1378.4700000,29.2650000,-29.2650000
Kepler-849 b,Kepler-849,1,1,394.62449040,0.00088750,-0.00088750,0,7.140,1.490,-1.370,0,325,,,0,822.1340000,16.3330000,-15.7190000
Kepler-85 b,Kepler-85,1,4,8.30600000,,,0,1.970,0.100,-0.100,0,809,,,0,765.0250000,13.6830000,-13.2190000
Kepler-85 c,Kepler-85,1,4,12.51300000,,,0,2.180,0.100,-0.100,0,706,,,0,765.0250000,13.6830000,-13.2190000
Kepler-85 d,Kepler-85,1,4,17.91323000,0.00026600,-0.00026600,0,1.200,0.190,-0.190,0,626,,,0,765.0250000,13.6830000,-13.2190000
Kepler-85 e,Kepler-85,1,4,25.21675100,0.00071800,-0.00071800,0,1.270,0.200,-0.200,0,559,,,0,765.0250000,13.6830000,-13.2190000
Kepler-850 b,Kepler-850,1,1,7.19303878,0.00003818,-0.00003818,0,1.780,0.470,-0.210,0,995,,,0,1661.2800000,93.1000000,-83.8900000
Kepler-851 b,Kepler-851,1,1,8.50699658,0.00003708,-0.00003708,0,1.680,0.270,-0.210,0,900,,,0,839.2550000,17.6550000,-16.9540000
Kepler-852 b,Kepler-852,1,1,44.93098040,0.00024000,-0.00024000,0,2.540,0.450,-0.170,0,565,,,0,1619.0300000,50.6100000,-50.6100000
Kepler-853 b,Kepler-853,1,1,7.16892463,0.00002302,-0.00002302,0,1.690,0.480,-0.280,0,1187,,,0,568.6760000,7.0760000,-6.9070000
Kepler-855 b,Kepler-855,1,1,7.88663110,0.00000247,-0.00000247,0,8.350,1.700,-0.810,0,996,,,0,1506.5800000,58.7200000,-54.5400000
Kepler-856 b,Kepler-856,1,1,8.02768059,0.00000201,-0.00000201,0,9.300,1.250,-0.600,0,824,,,0,1351.1700000,56.4600000,-52.1900000
Kepler-857 b,Kepler-857,1,1,85.35129427,0.00009562,-0.00009562,0,6.800,1.700,-0.680,0,390,,,0,983.5020000,23.9880000,-22.8890000
Kepler-858 b,Kepler-858,1,1,76.13602028,0.00005533,-0.00005533,0,4.870,0.230,-0.200,0,399,,,0,298.5320000,1.9720000,-1.9470000
Kepler-859 b,Kepler-859,1,1,20.38177573,0.00005321,-0.00005321,0,3.090,0.180,-0.150,0,528,,,0,839.9030000,28.3330000,-26.5730000
Kepler-860 b,Kepler-860,1,1,5.10137945,0.00000894,-0.00000894,0,3.240,0.810,-0.330,0,1050,,,0,1056.3600000,26.9550000,-26.9550000
Kepler-861 b,Kepler-861,1,1,3.94963138,0.00000549,-0.00000549,0,2.280,0.120,-0.130,0,966,,,0,850.3270000,22.9325000,-22.9325000
Kepler-862 b,Kepler-862,1,1,3.14866453,0.00000703,-0.00000703,0,2.210,0.440,-0.170,0,1097,,,0,1039.0300000,54.7700000,-49.6240000
Kepler-863 b,Kepler-863,1,1,15.59461874,0.00004285,-0.00004285,0,2.900,0.680,-0.320,0,718,,,0,1499.6600000,81.5000000,-73.6400000
Kepler-864 b,Kepler-864,1,1,5.83376092,0.00001891,-0.00001891,0,2.400,0.630,-0.220,0,1143,,,0,2022.9000000,153.4000000,-133.6500000
Kepler-865 b,Kepler-865,1,1,14.16399294,0.00002463,-0.00002463,0,2.490,0.490,-0.240,0,694,,,0,586.1370000,7.9040000,-7.7000000
Kepler-866 b,Kepler-866,1,1,2.61703254,0.00000731,-0.00000731,0,1.630,0.080,-0.120,0,996,,,0,646.6670000,16.1090000,-15.3580000
Kepler-867 b,Kepler-867,1,1,150.24212700,0.00060470,-0.00060470,0,4.640,0.410,-0.300,0,327,,,0,1195.5400000,113.1300000,-113.1300000
Kepler-868 b,Kepler-868,1,1,5.03251791,0.00002082,-0.00002082,0,2.050,0.200,-0.170,0,1047,,,0,1593.1300000,104.0900000,-92.3000000
Kepler-869 b,Kepler-869,1,1,40.42877550,0.00017990,-0.00017990,0,3.610,0.830,-0.620,0,494,,,0,939.4550000,19.2900000,-18.5430000
Kepler-87 b,Kepler-87,1,2,114.73635000,0.00015000,-0.00015000,0,13.490,0.550,-0.550,0,478,4,-4,0,1232.9000000,27.0200000,-27.0200000
Kepler-87 c,Kepler-87,1,2,191.23180000,0.00150000,-0.00150000,0,6.140,0.290,-0.290,0,403,4,-4,0,1232.9000000,27.0200000,-27.0200000
Kepler-870 b,Kepler-870,1,1,21.35876210,0.00011840,-0.00011840,0,2.780,0.510,-0.290,0,691,,,0,1259.4600000,42.8650000,-42.8650000
Kepler-871 b,Kepler-871,1,1,22.04590180,0.00010720,-0.00010720,0,3.740,1.080,-0.550,0,640,,,0,1976.0500000,146.0900000,-127.6000000
Kepler-872 b,Kepler-872,1,1,2.57885507,0.00000517,-0.00000517,0,1.990,0.500,-0.230,0,1230,,,0,879.6830000,23.8170000,-22.6140000
Kepler-873 b,Kepler-873,1,1,20.55338440,0.00007327,-0.00007327,0,3.750,1.640,-0.550,0,749,,,0,1182.2200000,33.8200000,-32.0200000
Kepler-874 b,Kepler-874,1,1,40.06867270,0.00010130,-0.00010130,0,3.940,1.070,-0.590,0,560,,,0,1082.1600000,25.9300000,-24.7700000
Kepler-875 b,Kepler-875,1,1,27.50737990,0.00015360,-0.00015360,0,2.900,1.020,-0.450,0,569,,,0,1242.6200000,54.5900000,-50.2500000
Kepler-876 b,Kepler-876,1,1,5.14438011,0.00002466,-0.00002466,0,1.430,0.100,-0.090,0,923,,,0,820.9130000,21.7810000,-20.7020000
Kepler-877 b,Kepler-877,1,1,18.45847097,0.00004779,-0.00004779,0,2.120,0.140,-0.270,0,632,,,0,602.1760000,,
Kepler-878 b,Kepler-878,1,1,25.94220330,0.00010290,-0.00010290,0,1.930,0.120,-0.100,0,501,,,0,791.6250000,37.2280000,-34.0820000
Kepler-879 b,Kepler-879,1,1,33.38559380,0.00014200,-0.00014200,0,2.570,0.660,-0.280,0,580,,,0,802.6720000,10.9420000,-10.6560000
Kepler-880 b,Kepler-880,1,1,7.71468975,0.00001918,-0.00001918,0,2.660,1.050,-0.440,0,1622,,,0,601.3240000,8.2990000,-8.0790010
Kepler-881 b,Kepler-881,1,1,4.44448017,0.00002530,-0.00002530,0,1.780,0.430,-0.320,0,1217,,,0,1375.1800000,50.2600000,-50.2600000
Kepler-882 b,Kepler-882,1,1,3.98953967,0.00000976,-0.00000976,0,1.230,0.150,-0.090,0,903,,,0,504.6050000,4.1500000,-4.0840000
Kepler-883 b,Kepler-883,1,1,12.98495573,0.00003436,-0.00003436,0,1.780,0.170,-0.130,0,818,,,0,627.4550000,7.0960000,-6.9410000
Kepler-884 b,Kepler-884,1,1,5.69919514,0.00001359,-0.00001359,0,1.230,0.050,-0.050,0,964,,,0,476.7330000,,
Kepler-885 b,Kepler-885,1,1,18.11472949,0.00005308,-0.00005308,0,2.500,0.400,-0.390,0,830,,,0,651.3180000,8.8630000,-8.6320000
Kepler-886 b,Kepler-886,1,1,6.24146367,0.00002154,-0.00002154,0,1.520,0.420,-0.190,0,1111,,,0,711.2970000,7.1515000,-7.1515000
Kepler-887 b,Kepler-887,1,2,20.42228798,0.00009225,-0.00009225,0,1.840,0.270,-0.170,0,785,,,0,886.5880000,12.5150000,-12.1770000
Kepler-887 c,Kepler-887,1,2,7.63846023,0.00004957,-0.00004957,0,1.130,0.170,-0.110,0,1089,,,0,886.5880000,12.5150000,-12.1770000
Kepler-888 b,Kepler-888,1,1,70.69790610,0.00030860,-0.00030860,0,1.760,0.080,-0.060,0,417,,,0,420.8170000,3.2210000,-3.1720000
Kepler-889 b,Kepler-889,1,1,3.74443900,0.00001366,-0.00001366,0,1.090,0.190,-0.130,0,1328,,,0,598.3130000,7.6750000,-7.4860000
Kepler-890 b,Kepler-890,1,1,52.75875577,0.00003345,-0.00003345,0,8.890,2.860,-1.060,0,540,,,0,1712.1200000,69.0000000,-63.9400000
Kepler-891 b,Kepler-891,1,1,53.44945593,0.00006578,-0.00006578,0,6.410,1.460,-0.600,0,486,,,0,2340.5800000,184.7300000,-160.0700000
Kepler-892 b,Kepler-892,1,1,13.75210720,0.00003106,-0.00003106,0,2.810,0.370,-0.270,0,556,,,0,570.7270000,11.4320000,-10.9990000
Kepler-893 b,Kepler-893,1,1,6.33855761,0.00001361,-0.00001361,0,3.030,0.520,-0.370,0,1034,,,0,1285.5900000,34.9500000,-33.1800000
Kepler-894 b,Kepler-894,1,1,9.80322400,0.00003027,-0.00003027,0,2.780,0.300,-0.340,0,896,,,0,1162.9100000,37.6550000,-37.6550000
Kepler-895 b,Kepler-895,1,1,2.80624233,0.00000817,-0.00000817,0,1.540,0.090,-0.070,0,771,,,0,540.1340000,10.5480000,-10.1590000
Kepler-896 b,Kepler-896,1,1,144.54739600,0.00227400,-0.00227400,0,2.530,0.180,-0.190,0,303,,,0,2334.9300000,179.8750000,-179.8750000
Kepler-897 b,Kepler-897,1,1,8.04726420,0.00002943,-0.00002943,0,2.390,0.660,-0.250,0,855,,,0,1519.2500000,53.8900000,-50.3800000
Kepler-898 b,Kepler-898,1,1,5.87061910,0.00002070,-0.00002070,0,1.490,0.300,-0.090,0,616,,,0,484.8910000,7.9960000,-7.9960000
Kepler-899 b,Kepler-899,1,1,19.17891293,0.00008075,-0.00008075,0,2.680,0.460,-0.260,0,640,,,0,1246.4300000,40.9200000,-38.4300000
Kepler-9 b,Kepler-9,1,3,19.23891000,0.00006000,-0.00006000,0,8.290,0.540,-0.430,0,661,,,0,628.2570000,6.7435000,-6.7435000
Kepler-9 c,Kepler-9,1,3,38.98530000,0.00030000,-0.00030000,0,8.080,0.540,-0.410,0,523,,,0,628.2570000,6.7435000,-6.7435000
Kepler-9 d,Kepler-9,1,3,1.59285100,0.00004500,-0.00004500,0,1.640,0.190,-0.140,0,2026,60,-60,0,628.2570000,6.7435000,-6.7435000
Kepler-900 b,Kepler-900,1,1,6.99130860,0.00001434,-0.00001434,0,2.080,0.120,-0.340,0,716,,,0,487.5250000,5.1530000,-5.0480000
Kepler-901 b,Kepler-901,1,1,3.51749439,0.00000352,-0.00000352,0,1.370,0.070,-0.060,0,704,,,0,253.8670000,1.5100000,-1.4920000
Kepler-902 b,Kepler-902,1,1,40.10995470,0.00015510,-0.00015510,0,2.540,0.330,-0.180,0,556,,,0,1165.3400000,48.6400000,-44.9700000
Kepler-903 b,Kepler-903,1,2,10.35077210,0.00005128,-0.00005128,0,2.010,0.350,-0.360,0,842,,,0,1369.2400000,38.0000000,-36.0400000
Kepler-903 c,Kepler-903,1,2,62.92285570,0.00073530,-0.00073530,0,2.530,0.400,-0.450,0,462,,,0,1369.2400000,38.0000000,-36.0400000
Kepler-904 b,Kepler-904,1,1,3.02166863,0.00000893,-0.00000893,0,1.770,0.590,-0.240,0,1332,,,0,978.1250000,18.8240000,-18.1390000
Kepler-905 b,Kepler-905,1,1,5.08274652,0.00000837,-0.00000837,0,1.410,0.050,-0.050,0,928,,,0,529.2680000,4.0285000,-4.0285000
Kepler-906 b,Kepler-906,1,1,41.69799760,0.00015950,-0.00015950,0,2.110,0.100,-0.100,0,537,,,0,757.7910000,9.7900000,-9.7900000
Kepler-907 b,Kepler-907,1,1,15.86621821,0.00006487,-0.00006487,0,1.200,0.060,-0.050,0,879,,,0,352.0000000,15.6680000,-14.1290000
Kepler-908 b,Kepler-908,3,1,1.34059747,0.00000195,-0.00000195,0,1.220,0.100,-0.080,0,1783,,,0,290.8430000,1.9200000,-1.8960000
Kepler-909 b,Kepler-909,1,1,13.93290318,0.00004462,-0.00004462,0,1.470,0.160,-0.110,0,852,,,0,309.5960000,2.1040000,-2.0770000
Kepler-91 b,Kepler-91,1,1,6.24658000,0.00008000,-0.00008000,0,15.323,0.773,-0.673,0,2040,50,-50,0,1294.6900000,40.7350000,-40.7350000
Kepler-910 b,Kepler-910,1,1,2.36436901,0.00000883,-0.00000883,0,0.820,0.040,-0.030,0,1752,,,0,400.2890000,4.9540000,-4.8360000
Kepler-911 b,Kepler-911,1,1,20.31050100,0.00005659,-0.00005659,0,2.600,0.100,-0.100,0,931,,,0,556.1680000,8.1300000,-7.9030000
Kepler-912 b,Kepler-912,1,1,2.53475627,0.00000798,-0.00000798,0,2.800,0.840,-0.510,0,1218,,,0,2004.7200000,113.6700000,-102.2800000
Kepler-913 b,Kepler-913,1,2,10.29672521,0.00003426,-0.00003426,0,2.060,0.080,-0.060,0,1129,,,0,991.6180000,34.0820000,-31.9260000
Kepler-913 c,Kepler-913,1,2,5.93911982,,,0,3.858,,,0,1357,,,0,991.6180000,34.0820000,-31.9260000
Kepler-914 b,Kepler-914,1,1,4.40966548,0.00001193,-0.00001193,0,1.380,0.170,-0.120,0,1192,,,0,753.7230000,8.9660000,-8.9660000
Kepler-915 b,Kepler-915,1,1,4.59489604,0.00001413,-0.00001413,0,1.500,0.330,-0.190,0,1319,,,0,849.0360000,9.9200000,-9.6980000
Kepler-916 b,Kepler-916,1,1,32.29687980,0.00024890,-0.00024890,0,1.760,0.140,-0.130,0,503,,,0,830.7120000,16.6030000,-15.9750000
Kepler-917 b,Kepler-917,1,1,2.97041437,0.00000913,-0.00000913,0,1.910,0.240,-0.170,0,991,,,0,3460.5100000,1507.5700000,-865.6000000
Kepler-918 b,Kepler-918,1,1,4.85386933,0.00003676,-0.00003676,0,1.740,0.400,-0.210,0,1052,,,0,1025.0300000,32.4100000,-30.5230000
Kepler-919 b,Kepler-919,1,1,11.04603384,0.00006600,-0.00006600,0,2.250,0.870,-0.290,0,869,,,0,1119.8700000,38.4300000,-36.0000000
Kepler-92 b,Kepler-92,1,3,13.74900000,,,0,3.510,0.100,-0.100,0,975,,,0,477.9920000,5.4300000,-5.3120000
Kepler-92 c,Kepler-92,1,3,26.72300000,,,0,2.600,0.080,-0.080,0,781,,,0,477.9920000,5.4300000,-5.3120000
Kepler-92 d,Kepler-92,1,3,49.35680000,0.00240000,-0.00240000,0,2.067,0.056,-0.056,0,637,,,0,477.9920000,5.4300000,-5.3120000
Kepler-920 b,Kepler-920,1,2,6.53192704,0.00002296,-0.00002296,0,2.420,0.220,-0.160,0,907,,,0,1001.6800000,26.3200000,-25.0370000
Kepler-920 c,Kepler-920,1,2,100.82741130,0.00070630,-0.00070630,0,3.800,0.580,-0.280,0,364,,,0,1001.6800000,26.3200000,-25.0370000
Kepler-921 b,Kepler-921,1,1,51.30063400,0.00067280,-0.00067280,0,2.870,0.330,-0.730,0,492,,,0,934.4900000,17.7865000,-17.7865000
Kepler-922 b,Kepler-922,1,1,0.93846683,0.00000095,-0.00000095,0,1.420,0.180,-0.110,0,1876,,,0,536.3230000,3.8575000,-3.8575000
Kepler-923 b,Kepler-923,1,1,6.93366476,0.00003537,-0.00003537,0,1.380,0.290,-0.190,0,1104,,,0,1000.2800000,20.3000000,-19.5290000
Kepler-924 b,Kepler-924,1,1,61.03701170,0.00033660,-0.00033660,0,3.070,1.110,-0.610,0,610,,,0,1053.0400000,22.0900000,-21.2100000
Kepler-925 b,Kepler-925,1,1,33.86785310,0.00017040,-0.00017040,0,2.340,0.660,-0.210,0,394,,,0,611.1150000,15.2050000,-15.2050000
Kepler-926 b,Kepler-926,1,1,52.06886010,0.00019030,-0.00019030,0,2.310,0.570,-0.230,0,524,,,0,921.3610000,30.2450000,-28.4130000
Kepler-927 b,Kepler-927,1,1,9.11499030,0.00003533,-0.00003533,0,1.720,0.400,-0.150,0,906,,,0,831.6850000,12.9690000,-12.5840000
Kepler-928 b,Kepler-928,1,1,3.93246130,0.00000965,-0.00000965,0,1.590,0.310,-0.120,0,894,,,0,508.8090000,7.1630000,-6.9700000
Kepler-929 b,Kepler-929,1,1,0.92103214,0.00000315,-0.00000315,0,1.110,0.270,-0.150,0,2362,,,0,1311.2300000,35.4000000,-33.6200000
Kepler-93 b,Kepler-93,1,2,4.72674000,0.00000100,-0.00000100,0,1.569,0.112,-0.112,0,1037,13,-13,0,95.9115000,0.2217000,-0.2206000
Kepler-930 b,Kepler-930,1,1,71.45177750,0.00075230,-0.00075230,0,2.130,0.920,-0.420,0,561,,,0,848.3960000,11.6680000,-11.6680000
Kepler-931 b,Kepler-931,1,1,8.03755877,0.00002315,-0.00002315,0,1.330,0.140,-0.090,0,744,,,0,490.0000000,53.4140000,-35.2070000
Kepler-932 b,Kepler-932,1,1,1.92143740,0.00000212,-0.00000212,0,1.370,0.130,-0.100,0,1276,,,0,465.6120000,4.2030000,-4.1290000
Kepler-933 b,Kepler-933,1,1,14.20443009,0.00006185,-0.00006185,0,2.460,0.230,-0.160,0,602,,,0,1017.2000000,29.3700000,-27.7870000
Kepler-934 b,Kepler-934,1,1,55.67383090,0.00028290,-0.00028290,0,2.090,0.150,-0.110,0,384,,,0,608.7380000,8.9950000,-8.7410000
Kepler-935 b,Kepler-935,1,1,4.88083852,0.00001481,-0.00001481,0,1.350,0.080,-0.070,0,879,,,0,471.7820000,4.0850000,-4.0850000
Kepler-936 b,Kepler-936,1,1,10.56134221,0.00004545,-0.00004545,0,1.450,0.200,-0.100,0,867,,,0,823.3990000,,
Kepler-937 b,Kepler-937,1,2,67.66882700,0.00058330,-0.00058330,0,3.720,1.290,-0.480,0,495,,,0,1571.4600000,61.0550000,-61.0550000
Kepler-937 c,Kepler-937,1,2,153.34336400,0.00328700,-0.00328700,0,2.670,0.910,-0.390,0,377,,,0,1571.4600000,61.0550000,-61.0550000
Kepler-938 b,Kepler-938,1,1,52.62984170,0.00028980,-0.00028980,0,2.220,0.250,-0.160,0,544,,,0,1182.0500000,,
Kepler-939 b,Kepler-939,1,1,14.87829600,0.00012560,-0.00012560,0,1.750,0.310,-0.200,0,692,,,0,2093.6200000,147.3700000,-147.3700000
Kepler-94 b,Kepler-94,1,2,2.50806000,,,0,3.510,0.150,-0.150,0,997,,,0,191.9040000,0.8210000,-0.8140000
Kepler-940 b,Kepler-940,1,1,59.62252570,0.00030150,-0.00030150,0,3.340,0.710,-0.310,0,486,,,0,1260.7800000,59.0100000,-59.0100000
Kepler-941 b,Kepler-941,1,1,17.42395198,0.00008300,-0.00008300,0,3.080,0.350,-0.610,0,722,,,0,1088.3600000,38.3450000,-38.3450000
Kepler-942 b,Kepler-942,1,1,44.96417488,0.00006962,-0.00006962,0,2.130,0.230,-0.080,0,379,,,0,216.3540000,0.6530000,-0.6490000
Kepler-943 b,Kepler-943,1,1,49.77014380,0.00011720,-0.00011720,0,5.930,0.790,-0.530,0,455,,,0,2300.5300000,170.0900000,-148.6900000
Kepler-944 b,Kepler-944,1,1,43.31677370,0.00023510,-0.00023510,0,2.630,0.270,-0.210,0,459,,,0,1349.4300000,56.1250000,-56.1250000
Kepler-945 b,Kepler-945,1,1,31.00338140,0.00020810,-0.00020810,0,2.630,0.470,-0.250,0,616,,,0,1651.2500000,103.1100000,-91.8700000
Kepler-946 b,Kepler-946,1,1,11.79162572,0.00005506,-0.00005506,0,1.930,0.320,-0.200,0,857,,,0,1137.2900000,29.8300000,-28.3700000
Kepler-947 b,Kepler-947,1,1,26.96443170,0.00015700,-0.00015700,0,2.280,0.230,-0.230,0,573,,,0,1730.7800000,99.2600000,-89.2200000
Kepler-948 b,Kepler-948,1,1,7.76846622,0.00004201,-0.00004201,0,1.850,0.320,-0.410,0,841,,,0,868.0170000,15.0325000,-15.0325000
Kepler-949 b,Kepler-949,1,1,8.68930730,0.00000963,-0.00000963,0,2.910,0.360,-0.230,0,782,,,0,486.1050000,5.3870000,-5.3870000
Kepler-95 b,Kepler-95,1,1,11.52310000,,,0,3.420,0.090,-0.090,0,927,,,0,445.6560000,5.7830000,-5.6400000
Kepler-950 b,Kepler-950,1,1,98.71804060,0.00017480,-0.00017480,0,8.980,1.560,-0.830,0,360,,,0,2161.6000000,199.4900000,-169.1900000
Kepler-951 b,Kepler-951,2,1,71.52530845,0.00008419,-0.00008419,0,5.590,0.240,-0.260,0,340,,,0,382.5090000,3.4670000,-3.4060000
Kepler-952 b,Kepler-952,1,1,130.35469190,0.00020690,-0.00020690,0,7.650,1.650,-0.750,0,369,,,0,1304.2500000,42.8200000,-40.2300000
Kepler-953 b,Kepler-953,1,2,88.40655258,0.00008306,-0.00008306,0,4.210,0.370,-0.330,0,410,,,0,258.8930000,,
Kepler-953 c,Kepler-953,1,2,9.10967112,0.00002528,-0.00002528,0,1.190,0.110,-0.090,0,873,,,0,258.8930000,,
Kepler-954 b,Kepler-954,1,1,16.78176602,0.00001593,-0.00001593,0,2.320,0.050,-0.110,0,545,,,0,215.8140000,1.1480000,-1.1350000
Kepler-955 b,Kepler-955,1,1,14.53244172,0.00001662,-0.00001662,0,3.130,0.270,-0.170,0,664,,,0,550.3830000,6.7950000,-6.6350000
Kepler-956 b,Kepler-956,1,1,5.24867263,0.00000312,-0.00000312,0,3.000,0.780,-0.380,0,1056,,,0,544.9390000,4.2920000,-4.2260000
Kepler-957 b,Kepler-957,1,1,5.90741354,0.00000507,-0.00000507,0,5.500,0.290,-0.320,0,769,,,0,824.6880000,20.2220000,-20.2220000
Kepler-958 b,Kepler-958,1,1,9.76788050,0.00001110,-0.00001110,0,2.060,0.100,-0.080,0,749,,,0,449.7730000,2.8855000,-2.8855000
Kepler-959 b,Kepler-959,1,1,14.80074836,0.00004706,-0.00004706,0,4.380,1.210,-0.870,0,1912,,,0,807.7290000,14.0990000,-13.6310000
Kepler-96 b,Kepler-96,1,1,16.23850000,,,0,2.670,0.220,-0.220,0,711,,,0,122.8810000,0.4040000,-0.4010000
Kepler-960 b,Kepler-960,1,1,3.12686223,0.00000167,-0.00000167,0,2.290,0.070,-0.250,0,1391,,,0,284.9160000,1.6000000,-1.6000000
Kepler-961 b,Kepler-961,1,1,16.87727414,0.00002872,-0.00002872,0,2.550,0.110,-0.080,0,642,,,0,574.3140000,5.8160000,-5.7020000
Kepler-962 b,Kepler-962,1,1,12.05707239,0.00001586,-0.00001586,0,1.970,0.080,-0.080,0,689,,,0,411.4860000,2.3000000,-2.3000000
Kepler-963 b,Kepler-963,1,1,9.97683705,0.00001568,-0.00001568,0,2.660,0.300,-0.190,0,802,,,0,771.4940000,12.8010000,-12.3970000
Kepler-964 b,Kepler-964,1,1,13.52251060,0.00002258,-0.00002258,0,2.120,0.090,-0.070,0,652,,,0,454.6260000,4.5565000,-4.5565000
Kepler-965 b,Kepler-965,1,1,134.25272980,0.00056610,-0.00056610,0,3.380,0.550,-0.390,0,393,,,0,582.8280000,6.2790000,-6.1480000
Kepler-966 b,Kepler-966,1,1,99.74762200,0.00045230,-0.00045230,0,4.130,1.170,-0.580,0,391,,,0,1027.8000000,21.0100000,-20.1900000
Kepler-967 b,Kepler-967,1,2,13.22713379,0.00002209,-0.00002209,0,2.350,0.080,-0.100,0,638,,,0,568.5460000,,
Kepler-967 c,Kepler-967,1,2,198.71125020,0.00065580,-0.00065580,0,3.650,0.150,-0.130,0,258,,,0,568.5460000,,
KOI-1833 d,Kepler-968,1,3,7.68500000,,,0,2.580,0.230,-0.220,0,613,23,-23,0,290.3240000,1.4480000,-1.4350000
Kepler-968 b,Kepler-968,1,3,3.69298373,0.00000361,-0.00000361,0,2.000,0.080,-0.080,0,745,,,0,290.3240000,1.4480000,-1.4350000
